Electoral wards and divisions Code,Electoral wards and divisions,Passports held (27 categories) Code,Passports held (27 categories),Observation
E05013728,New Cross Gate,11,Europe: Other Europe: EU Member countries: Other EU countries,407
E05013728,New Cross Gate,12,Europe: Other Europe: Rest of Europe: Turkey,17
E05013728,New Cross Gate,13,Europe: Other Europe: Rest of Europe: Other Europe,80
E05013728,New Cross Gate,14,Africa: North Africa,11
E05013728,New Cross Gate,15,Africa: Central and Western Africa,266
E05013728,New Cross Gate,16,Africa: South and Eastern Africa,37
E05013728,New Cross Gate,17,Middle East and Asia: Middle East,8
E05013728,New Cross Gate,18,Middle East and Asia: Eastern Asia,64
E05013728,New Cross Gate,19,Middle East and Asia: Southern Asia,83
E05013728,New Cross Gate,20,Middle East and Asia: South-East Asia,56
E05013728,New Cross Gate,21,Middle East and Asia: Central Asia,7
E05013728,New Cross Gate,22,The Americas and the Caribbean: North America and the Caribbean,149
E05013728,New Cross Gate,23,The Americas and the Caribbean: Central and South America,136
E05013728,New Cross Gate,24,"Antarctica and Oceania, including Australasia",17
E05013728,New Cross Gate,25,British Overseas Territories,0
E05013728,New Cross Gate,26,No passport held,586
E05013729,Perry Vale,-8,Does not apply,0
E05013729,Perry Vale,1,Europe: United Kingdom,14497
E05013729,Perry Vale,2,Europe: Ireland,274
E05013729,Perry Vale,3,Europe: Other Europe: EU Member countries: France,170
E05013729,Perry Vale,4,Europe: Other Europe: EU Member countries: Germany,86
E05013729,Perry Vale,5,Europe: Other Europe: EU Member countries: Italy,230
E05013729,Perry Vale,6,Europe: Other Europe: EU Member countries: Portugal,125
E05013729,Perry Vale,7,Europe: Other Europe: EU Member countries: Spain,230
E05013729,Perry Vale,8,Europe: Other Europe: EU Member countries: Lithuania,61
E05013729,Perry Vale,9,Europe: Other Europe: EU Member countries: Poland,189
E05013729,Perry Vale,10,Europe: Other Europe: EU Member countries: Romania,196
E05013729,Perry Vale,11,Europe: Other Europe: EU Member countries: Other EU countries,340
E05013729,Perry Vale,12,Europe: Other Europe: Rest of Europe: Turkey,16
E05013729,Perry Vale,13,Europe: Other Europe: Rest of Europe: Other Europe,73
E05013729,Perry Vale,14,Africa: North Africa,24
E05013729,Perry Vale,15,Africa: Central and Western Africa,248
E05013729,Perry Vale,16,Africa: South and Eastern Africa,45
E05013729,Perry Vale,17,Middle East and Asia: Middle East,9
E05013729,Perry Vale,18,Middle East and Asia: Eastern Asia,64
E05013729,Perry Vale,19,Middle East and Asia: Southern Asia,113
E05013729,Perry Vale,20,Middle East and Asia: South-East Asia,53
E05013729,Perry Vale,21,Middle East and Asia: Central Asia,2
E05013729,Perry Vale,22,The Americas and the Caribbean: North America and the Caribbean,203
E05013729,Perry Vale,23,The Americas and the Caribbean: Central and South America,64
E05013729,Perry Vale,24,"Antarctica and Oceania, including Australasia",76
E05013729,Perry Vale,25,British Overseas Territories,0
E05013729,Perry Vale,26,No passport held,1274
E05013730,Rushey Green,-8,Does not apply,0
E05013730,Rushey Green,1,Europe: United Kingdom,12793
E05013730,Rushey Green,2,Europe: Ireland,247
E05013730,Rushey Green,3,Europe: Other Europe: EU Member countries: France,231
E05013730,Rushey Green,4,Europe: Other Europe: EU Member countries: Germany,109
E05013730,Rushey Green,5,Europe: Other Europe: EU Member countries: Italy,395
E05013730,Rushey Green,6,Europe: Other Europe: EU Member countries: Portugal,209
E05013730,Rushey Green,7,Europe: Other Europe: EU Member countries: Spain,465
E05013730,Rushey Green,8,Europe: Other Europe: EU Member countries: Lithuania,125
E05013730,Rushey Green,9,Europe: Other Europe: EU Member countries: Poland,258
E05013730,Rushey Green,10,Europe: Other Europe: EU Member countries: Romania,467
E05013730,Rushey Green,11,Europe: Other Europe: EU Member countries: Other EU countries,581
E05013730,Rushey Green,12,Europe: Other Europe: Rest of Europe: Turkey,50
E05013730,Rushey Green,13,Europe: Other Europe: Rest of Europe: Other Europe,108
E05013730,Rushey Green,14,Africa: North Africa,31
E05013730,Rushey Green,15,Africa: Central and Western Africa,491
E05013730,Rushey Green,16,Africa: South and Eastern Africa,67
E05013730,Rushey Green,17,Middle East and Asia: Middle East,10
E05013730,Rushey Green,18,Middle East and Asia: Eastern Asia,81
E05013730,Rushey Green,19,Middle East and Asia: Southern Asia,187
E05013730,Rushey Green,20,Middle East and Asia: South-East Asia,184
E05013730,Rushey Green,21,Middle East and Asia: Central Asia,3
E05013730,Rushey Green,22,The Americas and the Caribbean: North America and the Caribbean,302
E05013730,Rushey Green,23,The Americas and the Caribbean: Central and South America,252
E05013730,Rushey Green,24,"Antarctica and Oceania, including Australasia",78
E05013730,Rushey Green,25,British Overseas Territories,0
E05013730,Rushey Green,26,No passport held,1296
E05013731,Sydenham,-8,Does not apply,0
E05013731,Sydenham,1,Europe: United Kingdom,12904
E05013731,Sydenham,2,Europe: Ireland,254
E05013731,Sydenham,3,Europe: Other Europe: EU Member countries: France,118
E05013731,Sydenham,4,Europe: Other Europe: EU Member countries: Germany,69
E05013731,Sydenham,5,Europe: Other Europe: EU Member countries: Italy,289
E05013731,Sydenham,6,Europe: Other Europe: EU Member countries: Portugal,110
E05013731,Sydenham,7,Europe: Other Europe: EU Member countries: Spain,237
E05013731,Sydenham,8,Europe: Other Europe: EU Member countries: Lithuania,49
E05013731,Sydenham,9,Europe: Other Europe: EU Member countries: Poland,210
E05013731,Sydenham,10,Europe: Other Europe: EU Member countries: Romania,85
E05013731,Sydenham,11,Europe: Other Europe: EU Member countries: Other EU countries,499
E05013731,Sydenham,12,Europe: Other Europe: Rest of Europe: Turkey,20
E05013731,Sydenham,13,Europe: Other Europe: Rest of Europe: Other Europe,57
E05013731,Sydenham,14,Africa: North Africa,8
E05013731,Sydenham,15,Africa: Central and Western Africa,266
E05013731,Sydenham,16,Africa: South and Eastern Africa,53
E05013731,Sydenham,17,Middle East and Asia: Middle East,10
E05013731,Sydenham,18,Middle East and Asia: Eastern Asia,39
E05013731,Sydenham,19,Middle East and Asia: Southern Asia,118
E05013731,Sydenham,20,Middle East and Asia: South-East Asia,54
E05013731,Sydenham,21,Middle East and Asia: Central Asia,1
E05013731,Sydenham,22,The Americas and the Caribbean: North America and the Caribbean,246
E05013731,Sydenham,23,The Americas and the Caribbean: Central and South America,78
E05013731,Sydenham,24,"Antarctica and Oceania, including Australasia",32
E05013731,Sydenham,25,British Overseas Territories,0
E05013731,Sydenham,26,No passport held,1168
E05013732,Telegraph Hill,-8,Does not apply,0
E05013732,Telegraph Hill,1,Europe: United Kingdom,12686
E05013732,Telegraph Hill,2,Europe: Ireland,247
E05013732,Telegraph Hill,3,Europe: Other Europe: EU Member countries: France,184
E05013732,Telegraph Hill,4,Europe: Other Europe: EU Member countries: Germany,94
E05013732,Telegraph Hill,5,Europe: Other Europe: EU Member countries: Italy,286
E05013732,Telegraph Hill,6,Europe: Other Europe: EU Member countries: Portugal,117
E05013732,Telegraph Hill,7,Europe: Other Europe: EU Member countries: Spain,445
E05013732,Telegraph Hill,8,Europe: Other Europe: EU Member countries: Lithuania,55
E05013732,Telegraph Hill,9,Europe: Other Europe: EU Member countries: Poland,175
E05013732,Telegraph Hill,10,Europe: Other Europe: EU Member countries: Romania,125
E05013732,Telegraph Hill,11,Europe: Other Europe: EU Member countries: Other EU countries,451
E05013732,Telegraph Hill,12,Europe: Other Europe: Rest of Europe: Turkey,12
E05013732,Telegraph Hill,13,Europe: Other Europe: Rest of Europe: Other Europe,96
E05013732,Telegraph Hill,14,Africa: North Africa,18
E05013732,Telegraph Hill,15,Africa: Central and Western Africa,317
E05013732,Telegraph Hill,16,Africa: South and Eastern Africa,27
E05013732,Telegraph Hill,17,Middle East and Asia: Middle East,22
E05013732,Telegraph Hill,18,Middle East and Asia: Eastern Asia,66
E05013732,Telegraph Hill,19,Middle East and Asia: Southern Asia,62
E05013732,Telegraph Hill,20,Middle East and Asia: South-East Asia,56
E05013732,Telegraph Hill,21,Middle East and Asia: Central Asia,2
E05013732,Telegraph Hill,22,The Americas and the Caribbean: North America and the Caribbean,241
E05013732,Telegraph Hill,23,The Americas and the Caribbean: Central and South America,140
E05013732,Telegraph Hill,24,"Antarctica and Oceania, including Australasia",70
E05013732,Telegraph Hill,25,British Overseas Territories,0
E05013732,Telegraph Hill,26,No passport held,922
E05013733,Addison,-8,Does not apply,0
E05013733,Addison,1,Europe: United Kingdom,4990
E05013733,Addison,2,Europe: Ireland,143
E05013733,Addison,3,Europe: Other Europe: EU Member countries: France,245
E05013733,Addison,4,Europe: Other Europe: EU Member countries: Germany,61
E05013733,Addison,5,Europe: Other Europe: EU Member countries: Italy,343
E05013733,Addison,6,Europe: Other Europe: EU Member countries: Portugal,96
E05013733,Addison,7,Europe: Other Europe: EU Member countries: Spain,225
E05013733,Addison,8,Europe: Other Europe: EU Member countries: Lithuania,23
E05013733,Addison,9,Europe: Other Europe: EU Member countries: Poland,93
E05013733,Addison,10,Europe: Other Europe: EU Member countries: Romania,69
E05013733,Addison,11,Europe: Other Europe: EU Member countries: Other EU countries,383
E05013733,Addison,12,Europe: Other Europe: Rest of Europe: Turkey,16
E05013733,Addison,13,Europe: Other Europe: Rest of Europe: Other Europe,96
E05013733,Addison,14,Africa: North Africa,37
E05013733,Addison,15,Africa: Central and Western Africa,18
E05013733,Addison,16,Africa: South and Eastern Africa,18
E05013733,Addison,17,Middle East and Asia: Middle East,37
E05013733,Addison,18,Middle East and Asia: Eastern Asia,106
E05013733,Addison,19,Middle East and Asia: Southern Asia,47
E05013733,Addison,20,Middle East and Asia: South-East Asia,89
E05013733,Addison,21,Middle East and Asia: Central Asia,4
E05013733,Addison,22,The Americas and the Caribbean: North America and the Caribbean,122
E05013733,Addison,23,The Americas and the Caribbean: Central and South America,86
E05013733,Addison,24,"Antarctica and Oceania, including Australasia",78
E05013733,Addison,25,British Overseas Territories,1
E05013733,Addison,26,No passport held,296
E05013734,Avonmore,-8,Does not apply,0
E05013734,Avonmore,1,Europe: United Kingdom,4757
E05013734,Avonmore,2,Europe: Ireland,177
E05013734,Avonmore,3,Europe: Other Europe: EU Member countries: France,276
E05013734,Avonmore,4,Europe: Other Europe: EU Member countries: Germany,52
E05013734,Avonmore,5,Europe: Other Europe: EU Member countries: Italy,291
E05013734,Avonmore,6,Europe: Other Europe: EU Member countries: Portugal,102
E05013734,Avonmore,7,Europe: Other Europe: EU Member countries: Spain,200
E05013734,Avonmore,8,Europe: Other Europe: EU Member countries: Lithuania,36
E05013734,Avonmore,9,Europe: Other Europe: EU Member countries: Poland,114
E05013734,Avonmore,10,Europe: Other Europe: EU Member countries: Romania,64
E05013734,Avonmore,11,Europe: Other Europe: EU Member countries: Other EU countries,376
E05013734,Avonmore,12,Europe: Other Europe: Rest of Europe: Turkey,15
E05013734,Avonmore,13,Europe: Other Europe: Rest of Europe: Other Europe,87
E05013734,Avonmore,14,Africa: North Africa,42
E05013734,Avonmore,15,Africa: Central and Western Africa,15
E05013734,Avonmore,16,Africa: South and Eastern Africa,34
E05013734,Avonmore,17,Middle East and Asia: Middle East,49
E05013734,Avonmore,18,Middle East and Asia: Eastern Asia,122
E05013734,Avonmore,19,Middle East and Asia: Southern Asia,75
E05013734,Avonmore,20,Middle East and Asia: South-East Asia,156
E05013734,Avonmore,21,Middle East and Asia: Central Asia,6
E05013734,Avonmore,22,The Americas and the Caribbean: North America and the Caribbean,109
E05013734,Avonmore,23,The Americas and the Caribbean: Central and South America,64
E05013734,Avonmore,24,"Antarctica and Oceania, including Australasia",87
E05013734,Avonmore,25,British Overseas Territories,0
E05013734,Avonmore,26,No passport held,224
E05013735,Brook Green,-8,Does not apply,0
E05013735,Brook Green,1,Europe: United Kingdom,5280
E05013735,Brook Green,2,Europe: Ireland,192
E05013735,Brook Green,3,Europe: Other Europe: EU Member countries: France,417
E05013735,Brook Green,4,Europe: Other Europe: EU Member countries: Germany,82
E05013735,Brook Green,5,Europe: Other Europe: EU Member countries: Italy,305
E05013735,Brook Green,6,Europe: Other Europe: EU Member countries: Portugal,82
E05013735,Brook Green,7,Europe: Other Europe: EU Member countries: Spain,190
E05013735,Brook Green,8,Europe: Other Europe: EU Member countries: Lithuania,26
E05013735,Brook Green,9,Europe: Other Europe: EU Member countries: Poland,87
E05013735,Brook Green,10,Europe: Other Europe: EU Member countries: Romania,54
E05013735,Brook Green,11,Europe: Other Europe: EU Member countries: Other EU countries,363
E05013735,Brook Green,12,Europe: Other Europe: Rest of Europe: Turkey,30
E05013735,Brook Green,13,Europe: Other Europe: Rest of Europe: Other Europe,94
E05013735,Brook Green,14,Africa: North Africa,37
E05013735,Brook Green,15,Africa: Central and Western Africa,20
E05013735,Brook Green,16,Africa: South and Eastern Africa,28
E05013735,Brook Green,17,Middle East and Asia: Middle East,55
E05013735,Brook Green,18,Middle East and Asia: Eastern Asia,162
E05013735,Brook Green,19,Middle East and Asia: Southern Asia,56
E05013735,Brook Green,20,Middle East and Asia: South-East Asia,81
E05013735,Brook Green,21,Middle East and Asia: Central Asia,17
E05013735,Brook Green,22,The Americas and the Caribbean: North America and the Caribbean,181
E05013735,Brook Green,23,The Americas and the Caribbean: Central and South America,76
E05013735,Brook Green,24,"Antarctica and Oceania, including Australasia",75
E05013735,Brook Green,25,British Overseas Territories,0
E05013735,Brook Green,26,No passport held,265
E05013736,College Park & Old Oak,-8,Does not apply,0
E05013736,College Park & Old Oak,1,Europe: United Kingdom,6371
E05013736,College Park & Old Oak,2,Europe: Ireland,185
E05013736,College Park & Old Oak,3,Europe: Other Europe: EU Member countries: France,114
E05013736,College Park & Old Oak,4,Europe: Other Europe: EU Member countries: Germany,44
E05013736,College Park & Old Oak,5,Europe: Other Europe: EU Member countries: Italy,276
E05013736,College Park & Old Oak,6,Europe: Other Europe: EU Member countries: Portugal,149
E05013736,College Park & Old Oak,7,Europe: Other Europe: EU Member countries: Spain,259
E05013736,College Park & Old Oak,8,Europe: Other Europe: EU Member countries: Lithuania,31
E05013736,College Park & Old Oak,9,Europe: Other Europe: EU Member countries: Poland,172
E05013736,College Park & Old Oak,10,Europe: Other Europe: EU Member countries: Romania,74
