Electoral wards and divisions Code,Electoral wards and divisions,Passports held (27 categories) Code,Passports held (27 categories),Observation
E05014078,Eltham Park & Progress,5,Europe: Other Europe: EU Member countries: Italy,78
E05014078,Eltham Park & Progress,6,Europe: Other Europe: EU Member countries: Portugal,41
E05014078,Eltham Park & Progress,7,Europe: Other Europe: EU Member countries: Spain,60
E05014078,Eltham Park & Progress,8,Europe: Other Europe: EU Member countries: Lithuania,83
E05014078,Eltham Park & Progress,9,Europe: Other Europe: EU Member countries: Poland,118
E05014078,Eltham Park & Progress,10,Europe: Other Europe: EU Member countries: Romania,94
E05014078,Eltham Park & Progress,11,Europe: Other Europe: EU Member countries: Other EU countries,170
E05014078,Eltham Park & Progress,12,Europe: Other Europe: Rest of Europe: Turkey,15
E05014078,Eltham Park & Progress,13,Europe: Other Europe: Rest of Europe: Other Europe,30
E05014078,Eltham Park & Progress,14,Africa: North Africa,6
E05014078,Eltham Park & Progress,15,Africa: Central and Western Africa,69
E05014078,Eltham Park & Progress,16,Africa: South and Eastern Africa,24
E05014078,Eltham Park & Progress,17,Middle East and Asia: Middle East,5
E05014078,Eltham Park & Progress,18,Middle East and Asia: Eastern Asia,54
E05014078,Eltham Park & Progress,19,Middle East and Asia: Southern Asia,58
E05014078,Eltham Park & Progress,20,Middle East and Asia: South-East Asia,30
E05014078,Eltham Park & Progress,21,Middle East and Asia: Central Asia,0
E05014078,Eltham Park & Progress,22,The Americas and the Caribbean: North America and the Caribbean,51
E05014078,Eltham Park & Progress,23,The Americas and the Caribbean: Central and South America,29
E05014078,Eltham Park & Progress,24,"Antarctica and Oceania, including Australasia",24
E05014078,Eltham Park & Progress,25,British Overseas Territories,0
E05014078,Eltham Park & Progress,26,No passport held,860
E05014079,Eltham Town & Avery Hill,-8,Does not apply,0
E05014079,Eltham Town & Avery Hill,1,Europe: United Kingdom,11874
E05014079,Eltham Town & Avery Hill,2,Europe: Ireland,216
E05014079,Eltham Town & Avery Hill,3,Europe: Other Europe: EU Member countries: France,84
E05014079,Eltham Town & Avery Hill,4,Europe: Other Europe: EU Member countries: Germany,67
E05014079,Eltham Town & Avery Hill,5,Europe: Other Europe: EU Member countries: Italy,189
E05014079,Eltham Town & Avery Hill,6,Europe: Other Europe: EU Member countries: Portugal,112
E05014079,Eltham Town & Avery Hill,7,Europe: Other Europe: EU Member countries: Spain,73
E05014079,Eltham Town & Avery Hill,8,Europe: Other Europe: EU Member countries: Lithuania,94
E05014079,Eltham Town & Avery Hill,9,Europe: Other Europe: EU Member countries: Poland,160
E05014079,Eltham Town & Avery Hill,10,Europe: Other Europe: EU Member countries: Romania,205
E05014079,Eltham Town & Avery Hill,11,Europe: Other Europe: EU Member countries: Other EU countries,420
E05014079,Eltham Town & Avery Hill,12,Europe: Other Europe: Rest of Europe: Turkey,45
E05014079,Eltham Town & Avery Hill,13,Europe: Other Europe: Rest of Europe: Other Europe,80
E05014079,Eltham Town & Avery Hill,14,Africa: North Africa,21
E05014079,Eltham Town & Avery Hill,15,Africa: Central and Western Africa,160
E05014079,Eltham Town & Avery Hill,16,Africa: South and Eastern Africa,53
E05014079,Eltham Town & Avery Hill,17,Middle East and Asia: Middle East,12
E05014079,Eltham Town & Avery Hill,18,Middle East and Asia: Eastern Asia,75
E05014079,Eltham Town & Avery Hill,19,Middle East and Asia: Southern Asia,165
E05014079,Eltham Town & Avery Hill,20,Middle East and Asia: South-East Asia,58
E05014079,Eltham Town & Avery Hill,21,Middle East and Asia: Central Asia,3
E05014079,Eltham Town & Avery Hill,22,The Americas and the Caribbean: North America and the Caribbean,58
E05014079,Eltham Town & Avery Hill,23,The Americas and the Caribbean: Central and South America,64
E05014079,Eltham Town & Avery Hill,24,"Antarctica and Oceania, including Australasia",28
E05014079,Eltham Town & Avery Hill,25,British Overseas Territories,0
E05014079,Eltham Town & Avery Hill,26,No passport held,1223
E05014080,Greenwich Creekside,-8,Does not apply,0
E05014080,Greenwich Creekside,1,Europe: United Kingdom,7110
E05014080,Greenwich Creekside,2,Europe: Ireland,185
E05014080,Greenwich Creekside,3,Europe: Other Europe: EU Member countries: France,180
E05014080,Greenwich Creekside,4,Europe: Other Europe: EU Member countries: Germany,69
E05014080,Greenwich Creekside,5,Europe: Other Europe: EU Member countries: Italy,248
E05014080,Greenwich Creekside,6,Europe: Other Europe: EU Member countries: Portugal,124
E05014080,Greenwich Creekside,7,Europe: Other Europe: EU Member countries: Spain,175
E05014080,Greenwich Creekside,8,Europe: Other Europe: EU Member countries: Lithuania,90
E05014080,Greenwich Creekside,9,Europe: Other Europe: EU Member countries: Poland,138
E05014080,Greenwich Creekside,10,Europe: Other Europe: EU Member countries: Romania,115
E05014080,Greenwich Creekside,11,Europe: Other Europe: EU Member countries: Other EU countries,481
E05014080,Greenwich Creekside,12,Europe: Other Europe: Rest of Europe: Turkey,42
E05014080,Greenwich Creekside,13,Europe: Other Europe: Rest of Europe: Other Europe,197
E05014080,Greenwich Creekside,14,Africa: North Africa,30
E05014080,Greenwich Creekside,15,Africa: Central and Western Africa,143
E05014080,Greenwich Creekside,16,Africa: South and Eastern Africa,72
E05014080,Greenwich Creekside,17,Middle East and Asia: Middle East,38
E05014080,Greenwich Creekside,18,Middle East and Asia: Eastern Asia,211
E05014080,Greenwich Creekside,19,Middle East and Asia: Southern Asia,315
E05014080,Greenwich Creekside,20,Middle East and Asia: South-East Asia,79
E05014080,Greenwich Creekside,21,Middle East and Asia: Central Asia,9
E05014080,Greenwich Creekside,22,The Americas and the Caribbean: North America and the Caribbean,202
E05014080,Greenwich Creekside,23,The Americas and the Caribbean: Central and South America,116
E05014080,Greenwich Creekside,24,"Antarctica and Oceania, including Australasia",73
E05014080,Greenwich Creekside,25,British Overseas Territories,0
E05014080,Greenwich Creekside,26,No passport held,559
E05014081,Greenwich Park,-8,Does not apply,0
E05014081,Greenwich Park,1,Europe: United Kingdom,7498
E05014081,Greenwich Park,2,Europe: Ireland,196
E05014081,Greenwich Park,3,Europe: Other Europe: EU Member countries: France,134
E05014081,Greenwich Park,4,Europe: Other Europe: EU Member countries: Germany,61
E05014081,Greenwich Park,5,Europe: Other Europe: EU Member countries: Italy,206
E05014081,Greenwich Park,6,Europe: Other Europe: EU Member countries: Portugal,65
E05014081,Greenwich Park,7,Europe: Other Europe: EU Member countries: Spain,164
E05014081,Greenwich Park,8,Europe: Other Europe: EU Member countries: Lithuania,108
E05014081,Greenwich Park,9,Europe: Other Europe: EU Member countries: Poland,131
E05014081,Greenwich Park,10,Europe: Other Europe: EU Member countries: Romania,124
E05014081,Greenwich Park,11,Europe: Other Europe: EU Member countries: Other EU countries,342
E05014081,Greenwich Park,12,Europe: Other Europe: Rest of Europe: Turkey,32
E05014081,Greenwich Park,13,Europe: Other Europe: Rest of Europe: Other Europe,97
E05014081,Greenwich Park,14,Africa: North Africa,12
E05014081,Greenwich Park,15,Africa: Central and Western Africa,162
E05014081,Greenwich Park,16,Africa: South and Eastern Africa,54
E05014081,Greenwich Park,17,Middle East and Asia: Middle East,14
E05014081,Greenwich Park,18,Middle East and Asia: Eastern Asia,90
E05014081,Greenwich Park,19,Middle East and Asia: Southern Asia,144
E05014081,Greenwich Park,20,Middle East and Asia: South-East Asia,55
E05014081,Greenwich Park,21,Middle East and Asia: Central Asia,4
E05014081,Greenwich Park,22,The Americas and the Caribbean: North America and the Caribbean,183
E05014081,Greenwich Park,23,The Americas and the Caribbean: Central and South America,54
E05014081,Greenwich Park,24,"Antarctica and Oceania, including Australasia",89
E05014081,Greenwich Park,25,British Overseas Territories,0
E05014081,Greenwich Park,26,No passport held,534
E05014082,Greenwich Peninsula,-8,Does not apply,0
E05014082,Greenwich Peninsula,1,Europe: United Kingdom,6727
E05014082,Greenwich Peninsula,2,Europe: Ireland,140
E05014082,Greenwich Peninsula,3,Europe: Other Europe: EU Member countries: France,197
E05014082,Greenwich Peninsula,4,Europe: Other Europe: EU Member countries: Germany,85
E05014082,Greenwich Peninsula,5,Europe: Other Europe: EU Member countries: Italy,339
E05014082,Greenwich Peninsula,6,Europe: Other Europe: EU Member countries: Portugal,134
E05014082,Greenwich Peninsula,7,Europe: Other Europe: EU Member countries: Spain,151
E05014082,Greenwich Peninsula,8,Europe: Other Europe: EU Member countries: Lithuania,109
E05014082,Greenwich Peninsula,9,Europe: Other Europe: EU Member countries: Poland,177
E05014082,Greenwich Peninsula,10,Europe: Other Europe: EU Member countries: Romania,192
E05014082,Greenwich Peninsula,11,Europe: Other Europe: EU Member countries: Other EU countries,652
E05014082,Greenwich Peninsula,12,Europe: Other Europe: Rest of Europe: Turkey,42
E05014082,Greenwich Peninsula,13,Europe: Other Europe: Rest of Europe: Other Europe,211
E05014082,Greenwich Peninsula,14,Africa: North Africa,28
E05014082,Greenwich Peninsula,15,Africa: Central and Western Africa,182
E05014082,Greenwich Peninsula,16,Africa: South and Eastern Africa,93
E05014082,Greenwich Peninsula,17,Middle East and Asia: Middle East,38
E05014082,Greenwich Peninsula,18,Middle East and Asia: Eastern Asia,319
E05014082,Greenwich Peninsula,19,Middle East and Asia: Southern Asia,520
E05014082,Greenwich Peninsula,20,Middle East and Asia: South-East Asia,137
E05014082,Greenwich Peninsula,21,Middle East and Asia: Central Asia,24
E05014082,Greenwich Peninsula,22,The Americas and the Caribbean: North America and the Caribbean,138
E05014082,Greenwich Peninsula,23,The Americas and the Caribbean: Central and South America,149
E05014082,Greenwich Peninsula,24,"Antarctica and Oceania, including Australasia",76
E05014082,Greenwich Peninsula,25,British Overseas Territories,1
E05014082,Greenwich Peninsula,26,No passport held,559
E05014083,Kidbrooke Park,-8,Does not apply,0
E05014083,Kidbrooke Park,1,Europe: United Kingdom,7290
E05014083,Kidbrooke Park,2,Europe: Ireland,143
E05014083,Kidbrooke Park,3,Europe: Other Europe: EU Member countries: France,100
E05014083,Kidbrooke Park,4,Europe: Other Europe: EU Member countries: Germany,45
E05014083,Kidbrooke Park,5,Europe: Other Europe: EU Member countries: Italy,121
E05014083,Kidbrooke Park,6,Europe: Other Europe: EU Member countries: Portugal,63
E05014083,Kidbrooke Park,7,Europe: Other Europe: EU Member countries: Spain,104
E05014083,Kidbrooke Park,8,Europe: Other Europe: EU Member countries: Lithuania,107
E05014083,Kidbrooke Park,9,Europe: Other Europe: EU Member countries: Poland,85
E05014083,Kidbrooke Park,10,Europe: Other Europe: EU Member countries: Romania,173
E05014083,Kidbrooke Park,11,Europe: Other Europe: EU Member countries: Other EU countries,295
E05014083,Kidbrooke Park,12,Europe: Other Europe: Rest of Europe: Turkey,22
E05014083,Kidbrooke Park,13,Europe: Other Europe: Rest of Europe: Other Europe,55
E05014083,Kidbrooke Park,14,Africa: North Africa,8
E05014083,Kidbrooke Park,15,Africa: Central and Western Africa,164
E05014083,Kidbrooke Park,16,Africa: South and Eastern Africa,54
E05014083,Kidbrooke Park,17,Middle East and Asia: Middle East,9
E05014083,Kidbrooke Park,18,Middle East and Asia: Eastern Asia,60
E05014083,Kidbrooke Park,19,Middle East and Asia: Southern Asia,137
E05014083,Kidbrooke Park,20,Middle East and Asia: South-East Asia,44
E05014083,Kidbrooke Park,21,Middle East and Asia: Central Asia,0
E05014083,Kidbrooke Park,22,The Americas and the Caribbean: North America and the Caribbean,68
E05014083,Kidbrooke Park,23,The Americas and the Caribbean: Central and South America,48
E05014083,Kidbrooke Park,24,"Antarctica and Oceania, including Australasia",29
E05014083,Kidbrooke Park,25,British Overseas Territories,0
E05014083,Kidbrooke Park,26,No passport held,865
E05014084,Kidbrooke Village & Sutcliffe,-8,Does not apply,0
E05014084,Kidbrooke Village & Sutcliffe,1,Europe: United Kingdom,3888
E05014084,Kidbrooke Village & Sutcliffe,2,Europe: Ireland,91
E05014084,Kidbrooke Village & Sutcliffe,3,Europe: Other Europe: EU Member countries: France,77
E05014084,Kidbrooke Village & Sutcliffe,4,Europe: Other Europe: EU Member countries: Germany,26
E05014084,Kidbrooke Village & Sutcliffe,5,Europe: Other Europe: EU Member countries: Italy,75
E05014084,Kidbrooke Village & Sutcliffe,6,Europe: Other Europe: EU Member countries: Portugal,59
E05014084,Kidbrooke Village & Sutcliffe,7,Europe: Other Europe: EU Member countries: Spain,91
E05014084,Kidbrooke Village & Sutcliffe,8,Europe: Other Europe: EU Member countries: Lithuania,75
E05014084,Kidbrooke Village & Sutcliffe,9,Europe: Other Europe: EU Member countries: Poland,115
E05014084,Kidbrooke Village & Sutcliffe,10,Europe: Other Europe: EU Member countries: Romania,75
E05014084,Kidbrooke Village & Sutcliffe,11,Europe: Other Europe: EU Member countries: Other EU countries,228
E05014084,Kidbrooke Village & Sutcliffe,12,Europe: Other Europe: Rest of Europe: Turkey,42
E05014084,Kidbrooke Village & Sutcliffe,13,Europe: Other Europe: Rest of Europe: Other Europe,89
E05014084,Kidbrooke Village & Sutcliffe,14,Africa: North Africa,10
E05014084,Kidbrooke Village & Sutcliffe,15,Africa: Central and Western Africa,85
E05014084,Kidbrooke Village & Sutcliffe,16,Africa: South and Eastern Africa,44
E05014084,Kidbrooke Village & Sutcliffe,17,Middle East and Asia: Middle East,12
E05014084,Kidbrooke Village & Sutcliffe,18,Middle East and Asia: Eastern Asia,235
E05014084,Kidbrooke Village & Sutcliffe,19,Middle East and Asia: Southern Asia,122
E05014084,Kidbrooke Village & Sutcliffe,20,Middle East and Asia: South-East Asia,62
E05014084,Kidbrooke Village & Sutcliffe,21,Middle East and Asia: Central Asia,4
E05014084,Kidbrooke Village & Sutcliffe,22,The Americas and the Caribbean: North America and the Caribbean,109
E05014084,Kidbrooke Village & Sutcliffe,23,The Americas and the Caribbean: Central and South America,60
E05014084,Kidbrooke Village & Sutcliffe,24,"Antarctica and Oceania, including Australasia",18
E05014084,Kidbrooke Village & Sutcliffe,25,British Overseas Territories,0
E05014084,Kidbrooke Village & Sutcliffe,26,No passport held,415
E05014085,Middle Park & Horn Park,-8,Does not apply,0
E05014085,Middle Park & Horn Park,1,Europe: United Kingdom,6909
E05014085,Middle Park & Horn Park,2,Europe: Ireland,105
E05014085,Middle Park & Horn Park,3,Europe: Other Europe: EU Member countries: France,71
E05014085,Middle Park & Horn Park,4,Europe: Other Europe: EU Member countries: Germany,24
E05014085,Middle Park & Horn Park,5,Europe: Other Europe: EU Member countries: Italy,61
E05014085,Middle Park & Horn Park,6,Europe: Other Europe: EU Member countries: Portugal,58
E05014085,Middle Park & Horn Park,7,Europe: Other Europe: EU Member countries: Spain,56
E05014085,Middle Park & Horn Park,8,Europe: Other Europe: EU Member countries: Lithuania,131
E05014085,Middle Park & Horn Park,9,Europe: Other Europe: EU Member countries: Poland,97
E05014085,Middle Park & Horn Park,10,Europe: Other Europe: EU Member countries: Romania,164
E05014085,Middle Park & Horn Park,11,Europe: Other Europe: EU Member countries: Other EU countries,231
E05014085,Middle Park & Horn Park,12,Europe: Other Europe: Rest of Europe: Turkey,15
E05014085,Middle Park & Horn Park,13,Europe: Other Europe: Rest of Europe: Other Europe,42
E05014085,Middle Park & Horn Park,14,Africa: North Africa,10
E05014085,Middle Park & Horn Park,15,Africa: Central and Western Africa,133
E05014085,Middle Park & Horn Park,16,Africa: South and Eastern Africa,23
E05014085,Middle Park & Horn Park,17,Middle East and Asia: Middle East,10
E05014085,Middle Park & Horn Park,18,Middle East and Asia: Eastern Asia,28
E05014085,Middle Park & Horn Park,19,Middle East and Asia: Southern Asia,68
E05014085,Middle Park & Horn Park,20,Middle East and Asia: South-East Asia,37
E05014085,Middle Park & Horn Park,21,Middle East and Asia: Central Asia,0
E05014085,Middle Park & Horn Park,22,The Americas and the Caribbean: North America and the Caribbean,35
E05014085,Middle Park & Horn Park,23,The Americas and the Caribbean: Central and South America,29
E05014085,Middle Park & Horn Park,24,"Antarctica and Oceania, including Australasia",8
E05014085,Middle Park & Horn Park,25,British Overseas Territories,0
E05014085,Middle Park & Horn Park,26,No passport held,1171
E05014086,"Mottingham, Coldharbour & New Eltham",-8,Does not apply,0
E05014086,"Mottingham, Coldharbour & New Eltham",1,Europe: United Kingdom,11278
E05014086,"Mottingham, Coldharbour & New Eltham",2,Europe: Ireland,123
E05014086,"Mottingham, Coldharbour & New Eltham",3,Europe: Other Europe: EU Member countries: France,62
E05014086,"Mottingham, Coldharbour & New Eltham",4,Europe: Other Europe: EU Member countries: Germany,40
E05014086,"Mottingham, Coldharbour & New Eltham",5,Europe: Other Europe: EU Member countries: Italy,111
E05014086,"Mottingham, Coldharbour & New Eltham",6,Europe: Other Europe: EU Member countries: Portugal,56
E05014086,"Mottingham, Coldharbour & New Eltham",7,Europe: Other Europe: EU Member countries: Spain,69
E05014086,"Mottingham, Coldharbour & New Eltham",8,Europe: Other Europe: EU Member countries: Lithuania,135
E05014086,"Mottingham, Coldharbour & New Eltham",9,Europe: Other Europe: EU Member countries: Poland,140
E05014086,"Mottingham, Coldharbour & New Eltham",10,Europe: Other Europe: EU Member countries: Romania,195
E05014086,"Mottingham, Coldharbour & New Eltham",11,Europe: Other Europe: EU Member countries: Other EU countries,303
E05014086,"Mottingham, Coldharbour & New Eltham",12,Europe: Other Europe: Rest of Europe: Turkey,18
E05014086,"Mottingham, Coldharbour & New Eltham",13,Europe: Other Europe: Rest of Europe: Other Europe,85
E05014086,"Mottingham, Coldharbour & New Eltham",14,Africa: North Africa,3
E05014086,"Mottingham, Coldharbour & New Eltham",15,Africa: Central and Western Africa,133
E05014086,"Mottingham, Coldharbour & New Eltham",16,Africa: South and Eastern Africa,46
E05014086,"Mottingham, Coldharbour & New Eltham",17,Middle East and Asia: Middle East,3
E05014086,"Mottingham, Coldharbour & New Eltham",18,Middle East and Asia: Eastern Asia,40
E05014086,"Mottingham, Coldharbour & New Eltham",19,Middle East and Asia: Southern Asia,112
E05014086,"Mottingham, Coldharbour & New Eltham",20,Middle East and Asia: South-East Asia,40
E05014086,"Mottingham, Coldharbour & New Eltham",21,Middle East and Asia: Central Asia,0
E05014086,"Mottingham, Coldharbour & New Eltham",22,The Americas and the Caribbean: North America and the Caribbean,45
E05014086,"Mottingham, Coldharbour & New Eltham",23,The Americas and the Caribbean: Central and South America,33
E05014086,"Mottingham, Coldharbour & New Eltham",24,"Antarctica and Oceania, including Australasia",20
E05014086,"Mottingham, Coldharbour & New Eltham",25,British Overseas Territories,0
E05014086,"Mottingham, Coldharbour & New Eltham",26,No passport held,1445
E05014087,Plumstead & Glyndon,-8,Does not apply,0
E05014087,Plumstead & Glyndon,1,Europe: United Kingdom,12504
E05014087,Plumstead & Glyndon,2,Europe: Ireland,160
E05014087,Plumstead & Glyndon,3,Europe: Other Europe: EU Member countries: France,181
E05014087,Plumstead & Glyndon,4,Europe: Other Europe: EU Member countries: Germany,104
E05014087,Plumstead & Glyndon,5,Europe: Other Europe: EU Member countries: Italy,323
E05014087,Plumstead & Glyndon,6,Europe: Other Europe: EU Member countries: Portugal,329
E05014087,Plumstead & Glyndon,7,Europe: Other Europe: EU Member countries: Spain,234
E05014087,Plumstead & Glyndon,8,Europe: Other Europe: EU Member countries: Lithuania,254
E05014087,Plumstead & Glyndon,9,Europe: Other Europe: EU Member countries: Poland,195
E05014087,Plumstead & Glyndon,10,Europe: Other Europe: EU Member countries: Romania,749
E05014087,Plumstead & Glyndon,11,Europe: Other Europe: EU Member countries: Other EU countries,899
E05014087,Plumstead & Glyndon,12,Europe: Other Europe: Rest of Europe: Turkey,28
E05014087,Plumstead & Glyndon,13,Europe: Other Europe: Rest of Europe: Other Europe,87
E05014087,Plumstead & Glyndon,14,Africa: North Africa,22
E05014087,Plumstead & Glyndon,15,Africa: Central and Western Africa,752
E05014087,Plumstead & Glyndon,16,Africa: South and Eastern Africa,93
E05014087,Plumstead & Glyndon,17,Middle East and Asia: Middle East,7
E05014087,Plumstead & Glyndon,18,Middle East and Asia: Eastern Asia,65
E05014087,Plumstead & Glyndon,19,Middle East and Asia: Southern Asia,2544
E05014087,Plumstead & Glyndon,20,Middle East and Asia: South-East Asia,60
E05014087,Plumstead & Glyndon,21,Middle East and Asia: Central Asia,2
E05014087,Plumstead & Glyndon,22,The Americas and the Caribbean: North America and the Caribbean,161
E05014087,Plumstead & Glyndon,23,The Americas and the Caribbean: Central and South America,96
E05014087,Plumstead & Glyndon,24,"Antarctica and Oceania, including Australasia",18
E05014087,Plumstead & Glyndon,25,British Overseas Territories,0
E05014087,Plumstead & Glyndon,26,No passport held,2104
E05014088,Plumstead Common,-8,Does not apply,0
E05014088,Plumstead Common,1,Europe: United Kingdom,10854
E05014088,Plumstead Common,2,Europe: Ireland,140
E05014088,Plumstead Common,3,Europe: Other Europe: EU Member countries: France,80
E05014088,Plumstead Common,4,Europe: Other Europe: EU Member countries: Germany,28
E05014088,Plumstead Common,5,Europe: Other Europe: EU Member countries: Italy,116
E05014088,Plumstead Common,6,Europe: Other Europe: EU Member countries: Portugal,93
E05014088,Plumstead Common,7,Europe: Other Europe: EU Member countries: Spain,95
E05014088,Plumstead Common,8,Europe: Other Europe: EU Member countries: Lithuania,164
E05014088,Plumstead Common,9,Europe: Other Europe: EU Member countries: Poland,130
E05014088,Plumstead Common,10,Europe: Other Europe: EU Member countries: Romania,383
E05014088,Plumstead Common,11,Europe: Other Europe: EU Member countries: Other EU countries,408
E05014088,Plumstead Common,12,Europe: Other Europe: Rest of Europe: Turkey,8
E05014088,Plumstead Common,13,Europe: Other Europe: Rest of Europe: Other Europe,64
E05014088,Plumstead Common,14,Africa: North Africa,3
E05014088,Plumstead Common,15,Africa: Central and Western Africa,394
E05014088,Plumstead Common,16,Africa: South and Eastern Africa,55
E05014088,Plumstead Common,17,Middle East and Asia: Middle East,6
E05014088,Plumstead Common,18,Middle East and Asia: Eastern Asia,29
E05014088,Plumstead Common,19,Middle East and Asia: Southern Asia,444
E05014088,Plumstead Common,20,Middle East and Asia: South-East Asia,24
E05014088,Plumstead Common,21,Middle East and Asia: Central Asia,0
E05014088,Plumstead Common,22,The Americas and the Caribbean: North America and the Caribbean,79
E05014088,Plumstead Common,23,The Americas and the Caribbean: Central and South America,46
E05014088,Plumstead Common,24,"Antarctica and Oceania, including Australasia",14
E05014088,Plumstead Common,25,British Overseas Territories,0
E05014088,Plumstead Common,26,No passport held,1510
E05014089,Shooters Hill,-8,Does not apply,0
E05014089,Shooters Hill,1,Europe: United Kingdom,8345
E05014089,Shooters Hill,2,Europe: Ireland,151
E05014089,Shooters Hill,3,Europe: Other Europe: EU Member countries: France,93
E05014089,Shooters Hill,4,Europe: Other Europe: EU Member countries: Germany,44
E05014089,Shooters Hill,5,Europe: Other Europe: EU Member countries: Italy,157
E05014089,Shooters Hill,6,Europe: Other Europe: EU Member countries: Portugal,43
E05014089,Shooters Hill,7,Europe: Other Europe: EU Member countries: Spain,106
E05014089,Shooters Hill,8,Europe: Other Europe: EU Member countries: Lithuania,112
E05014089,Shooters Hill,9,Europe: Other Europe: EU Member countries: Poland,123
E05014089,Shooters Hill,10,Europe: Other Europe: EU Member countries: Romania,220
E05014089,Shooters Hill,11,Europe: Other Europe: EU Member countries: Other EU countries,353
E05014089,Shooters Hill,12,Europe: Other Europe: Rest of Europe: Turkey,14
E05014089,Shooters Hill,13,Europe: Other Europe: Rest of Europe: Other Europe,81
E05014089,Shooters Hill,14,Africa: North Africa,25
E05014089,Shooters Hill,15,Africa: Central and Western Africa,492
E05014089,Shooters Hill,16,Africa: South and Eastern Africa,59
E05014089,Shooters Hill,17,Middle East and Asia: Middle East,3
E05014089,Shooters Hill,18,Middle East and Asia: Eastern Asia,29
E05014089,Shooters Hill,19,Middle East and Asia: Southern Asia,244
E05014089,Shooters Hill,20,Middle East and Asia: South-East Asia,53
E05014089,Shooters Hill,21,Middle East and Asia: Central Asia,3
E05014089,Shooters Hill,22,The Americas and the Caribbean: North America and the Caribbean,126
E05014089,Shooters Hill,23,The Americas and the Caribbean: Central and South America,31
E05014089,Shooters Hill,24,"Antarctica and Oceania, including Australasia",19
E05014089,Shooters Hill,25,British Overseas Territories,0
E05014089,Shooters Hill,26,No passport held,963
E05014090,Thamesmead Moorings,-8,Does not apply,0
E05014090,Thamesmead Moorings,1,Europe: United Kingdom,7992
E05014090,Thamesmead Moorings,2,Europe: Ireland,97
E05014090,Thamesmead Moorings,3,Europe: Other Europe: EU Member countries: France,73
E05014090,Thamesmead Moorings,4,Europe: Other Europe: EU Member countries: Germany,92
E05014090,Thamesmead Moorings,5,Europe: Other Europe: EU Member countries: Italy,182
E05014090,Thamesmead Moorings,6,Europe: Other Europe: EU Member countries: Portugal,101
E05014090,Thamesmead Moorings,7,Europe: Other Europe: EU Member countries: Spain,73
E05014090,Thamesmead Moorings,8,Europe: Other Europe: EU Member countries: Lithuania,177
E05014090,Thamesmead Moorings,9,Europe: Other Europe: EU Member countries: Poland,149
E05014090,Thamesmead Moorings,10,Europe: Other Europe: EU Member countries: Romania,235
E05014090,Thamesmead Moorings,11,Europe: Other Europe: EU Member countries: Other EU countries,403
E05014090,Thamesmead Moorings,12,Europe: Other Europe: Rest of Europe: Turkey,4
E05014090,Thamesmead Moorings,13,Europe: Other Europe: Rest of Europe: Other Europe,32
E05014090,Thamesmead Moorings,14,Africa: North Africa,17
E05014090,Thamesmead Moorings,15,Africa: Central and Western Africa,1116
E05014090,Thamesmead Moorings,16,Africa: South and Eastern Africa,91
E05014090,Thamesmead Moorings,17,Middle East and Asia: Middle East,13
E05014090,Thamesmead Moorings,18,Middle East and Asia: Eastern Asia,13
E05014090,Thamesmead Moorings,19,Middle East and Asia: Southern Asia,110
E05014090,Thamesmead Moorings,20,Middle East and Asia: South-East Asia,25
E05014090,Thamesmead Moorings,21,Middle East and Asia: Central Asia,1
E05014090,Thamesmead Moorings,22,The Americas and the Caribbean: North America and the Caribbean,36
E05014090,Thamesmead Moorings,23,The Americas and the Caribbean: Central and South America,21
E05014090,Thamesmead Moorings,24,"Antarctica and Oceania, including Australasia",10
E05014090,Thamesmead Moorings,25,British Overseas Territories,0
E05014090,Thamesmead Moorings,26,No passport held,1389
E05014091,West Thamesmead,-8,Does not apply,0
E05014091,West Thamesmead,1,Europe: United Kingdom,7257
E05014091,West Thamesmead,2,Europe: Ireland,135
E05014091,West Thamesmead,3,Europe: Other Europe: EU Member countries: France,113
E05014091,West Thamesmead,4,Europe: Other Europe: EU Member countries: Germany,54
E05014091,West Thamesmead,5,Europe: Other Europe: EU Member countries: Italy,192
E05014091,West Thamesmead,6,Europe: Other Europe: EU Member countries: Portugal,169
E05014091,West Thamesmead,7,Europe: Other Europe: EU Member countries: Spain,109
E05014091,West Thamesmead,8,Europe: Other Europe: EU Member countries: Lithuania,216
E05014091,West Thamesmead,9,Europe: Other Europe: EU Member countries: Poland,183
E05014091,West Thamesmead,10,Europe: Other Europe: EU Member countries: Romania,342
E05014091,West Thamesmead,11,Europe: Other Europe: EU Member countries: Other EU countries,527
E05014091,West Thamesmead,12,Europe: Other Europe: Rest of Europe: Turkey,24
E05014091,West Thamesmead,13,Europe: Other Europe: Rest of Europe: Other Europe,66
E05014091,West Thamesmead,14,Africa: North Africa,14
E05014091,West Thamesmead,15,Africa: Central and Western Africa,744
E05014091,West Thamesmead,16,Africa: South and Eastern Africa,74
E05014091,West Thamesmead,17,Middle East and Asia: Middle East,13
E05014091,West Thamesmead,18,Middle East and Asia: Eastern Asia,57
E05014091,West Thamesmead,19,Middle East and Asia: Southern Asia,206
E05014091,West Thamesmead,20,Middle East and Asia: South-East Asia,36
E05014091,West Thamesmead,21,Middle East and Asia: Central Asia,6
E05014091,West Thamesmead,22,The Americas and the Caribbean: North America and the Caribbean,65
E05014091,West Thamesmead,23,The Americas and the Caribbean: Central and South America,72
E05014091,West Thamesmead,24,"Antarctica and Oceania, including Australasia",12
E05014091,West Thamesmead,25,British Overseas Territories,0
E05014091,West Thamesmead,26,No passport held,1131
